*Fold,Track,Normalised conditional entropy based over-segmentation score,Normalised conditional entropy based under-segmentation score,Frame pair clustering F-measure,Frame pair clustering precision rate,Frame pair clustering recall rate,Random clustering index,Segment boundary recovery evaluation measure @ 0.5sec,Segment boundary recovery precision rate @ 0.5sec,Segment boundary recovery recall rate @ 0.5sec,Segment boundary recovery evaluation measure @ 3sec,Segment boundary recovery precision rate @ 3sec,Segment boundary recovery recall rate @ 3sec,Median distance from an annotated segment boundary to the closest found boundary,Median distance from a found segment boundary to the closest annotated one
0,struct_mrx_10_000042,0.9543,0.4809,0.3740,0.2313,0.9768,0.7085,0.4000,0.6250,0.2941,0.6400,1.0000,0.4706,1.3585,0.4356
0,struct_mrx_10_000043,0.9244,0.4564,0.3028,0.1814,0.9168,0.7248,0.2857,0.4444,0.2105,0.5714,0.8889,0.4210,3.4719,1.2688
0,struct_mrx_10_000044,0.8248,0.3452,0.2274,0.1325,0.8024,0.6001,0.2222,0.3333,0.1667,0.4444,0.6667,0.3333,5.2055,1.0802
0,struct_mrx_10_000045,0.9274,0.4805,0.3096,0.1860,0.9230,0.8127,0.1765,0.3333,0.1200,0.3529,0.6667,0.2400,3.9448,1.0826
0,struct_mrx_10_000046,0.9520,0.3512,0.2354,0.1340,0.9652,0.6113,0.2143,0.3750,0.1500,0.5714,1.0000,0.4000,4.5484,0.5580
0,struct_mrx_10_000047,0.9118,0.5732,0.4314,0.2832,0.9045,0.8550,0.2500,0.3333,0.2000,0.5000,0.6667,0.4000,3.4860,2.6201
0,struct_mrx_10_000048,0.8742,0.4567,0.2996,0.1822,0.8428,0.7327,0.2857,0.4444,0.2105,0.3571,0.5556,0.2632,3.6567,0.5185
0,struct_mrx_10_000049,0.9634,0.5631,0.4652,0.3062,0.9676,0.8098,0.3333,0.4444,0.2667,0.6667,0.8889,0.5333,0.6784,0.5498
0,struct_mrx_10_000050,0.9424,0.5199,0.3121,0.1875,0.9308,0.7944,0.2632,0.3333,0.2174,0.7368,0.9333,0.6087,1.6194,0.9782
0,struct_mrx_10_000051,0.8486,0.4312,0.3666,0.2334,0.8542,0.6890,0.0909,0.1111,0.0769,0.4546,0.5556,0.3846,2.2984,2.2984
0,struct_mrx_10_000052,0.8688,0.3486,0.2507,0.1467,0.8622,0.6070,0.1600,0.2500,0.1176,0.4000,0.6250,0.2941,4.2389,0.7572
0,struct_mrx_10_000053,0.9707,0.4049,0.2096,0.1175,0.9694,0.6747,0.1212,0.2500,0.0800,0.4242,0.8750,0.2800,7.5256,0.6627
0,struct_mrx_10_000054,0.8755,0.3647,0.3038,0.1832,0.8906,0.6417,0.1818,0.2857,0.1333,0.5454,0.8571,0.4000,3.3471,0.7327
0,struct_mrx_10_000055,0.9556,0.5610,0.4999,0.3369,0.9683,0.8276,0.2857,0.4286,0.2143,0.6667,1.0000,0.5000,1.4541,0.8083
0,struct_mrx_10_000056,0.9470,0.4695,0.3576,0.2199,0.9570,0.7369,0.3077,0.4444,0.2353,0.6154,0.8889,0.4706,1.5029,0.7221
